deals.id,deals.cat_id,deals.fee_curr_id,deals.name,deals.name2,deals.show_text,deals.wants,deals.used,deals.is_shop,deals.not_gifted,deals.url,deals.my_client,deals.icon,deals.img,deals.template_,deals.calcs_,deals.min_pay,deals.max_pay,deals.fee,deals.tax,deals.fee_min,deals.fee_max,deals.average_,deals.count_
1,1,2,BUY,to BUY,<NULL>,1,False,False,True,<NULL>,False,<NULL>,<NULL>,<NULL>,<NULL>,10.00,2777.00,3.00000000,0.20,0E-8,0E-8,0E-8,0
2,1,2,to COIN,to COIN,<NULL>,1,False,False,True,<NULL>,False,<NULL>,<NULL>,<NULL>,<NULL>,10.00,2777.00,3.00000000,0.20,0E-8,0E-8,0E-8,0
3,1,2,WALLET,to WALLET,<NULL>,1,False,False,True,<NULL>,False,<NULL>,<NULL>,<NULL>,<NULL>,10.00,2777.00,3.00000000,0.20,0E-8,0E-8,0E-8,0
7,6,2,МосЭнергоСбыт,MosEnergoSbyt,,640,False,False,False,,False,deals.icon.86ebc8c5a3643cef.6d6f73656e6572676f736275742e676966.gif,,"[{""l"": ""\u0420\u0435\u0433\u0438\u043e\u043d:"", ""n"": ""acc1""}, {""l"": ""\u041d\u043e\u043c\u0435\u0440 \u043b\u0438\u0446\u0435\u0432\u043e\u0433\u043e \u0441\u0447\u0435\u0442\u0430 \u043f\u043e \u043a\u0432\u0438\u0442\u0430\u043d\u0446\u0438\u0438 (10 \u0446\u0438\u0444\u0440: 1234567890)"", ""n"": ""acc2""}, {""l"": ""\u041a\u043e\u0434 \u043f\u043b\u0430\u0442\u0435\u0436\u0430 \u0438\u0437 \u043a\u0432\u0438\u0442\u0430\u043d\u0446\u0438\u0438 (6 - корректирующий)"", ""n"": ""acc3"",""v"":""6""}, {""l"": ""\u041a\u043e\u0434 \u0420\u0420 (199)"", ""n"": ""acc4"",""v"":""199""}, {""l"": ""\u041f\u0435\u0440\u0438\u043e\u0434 (\u043c\u0435\u0441\u044f\u0446)"", ""n"": ""acc5""}, {""l"": "" (\u0433\u043e\u0434)"", ""n"": ""acc6""}, {""l"": ""\u041f\u0440\u0435\u0434\u044b\u0434\u0443\u0449\u0435\u0435 \u043f\u043e\u043a\u0430\u0437\u0430\u043d\u0438\u0435 \u0441\u0447\u0435\u0442\u0447\u0438\u043a\u0430 (\u043d\u0435\u043e\u0431\u044f\u0437\u0430\u0442\u0435\u043b\u044c\u043d\u043e\u0435 \u043f\u043e\u043b\u0435)"", ""n"": ""acc7""}, {""l"": ""\u0422\u0435\u043a\u0443\u0449\u0435\u0435 \u043f\u043e\u043a\u0430\u0437\u0430\u043d\u0438\u0435 \u0441\u0447\u0435\u0442\u0447\u0438\u043a\u0430 (\u043d\u0435\u043e\u0431\u044f\u0437\u0430\u0442\u0435\u043b\u044c\u043d\u043e\u0435 \u043f\u043e\u043b\u0435)"", ""n"": ""acc8""}]",<NULL>,33.00,13000.00,0E-8,<NULL>,<NULL>,<NULL>,1331.20000000,31
8,3,2,BeeLine internet old,BeeLine internet OLD,,106,False,<NULL>,False,,False,deals.icon.9e0eed08143f5067.6265656c696e655f6f70745f38387833312e676966.gif,,"[
{ ""n"": ""acc1"", ""l"": ""Код оператора 089 (3 первых цифры):"", ""ln"":3, ""f"": ""%d"" },
{ ""n"": ""acc2"", ""l"": ""Счёт  (Последние 7 цифр):"", ""ln"":7, ""f"": ""%d"" }
]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,15.87000000,1
9,2,2,Wargaming,Wargaming,"оплата таких игр как: World of Tanks, World of WarPlanes, World of WarShips",2087,True,<NULL>,False,,False,deals.icon.a76a182e265c6f86.776f726c645f6f665f74616e6b732e6a7067.jpg,,"[{""l"": ""Email \u0432 \u0438\u0433\u0440\u0435"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,3.26092602,183
10,2,2,Allods.ru,Allods Online,,139,False,<NULL>,False,,False,deals.icon.875dbe1059321bcf.616c6c6f64732e676966.gif,," [
{ ""n"": ""acc"", ""l"": ""Аккаунт в игре"" }
] ",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,15.46000000,5
11,2,2,PrimeWorld,PrimeWorld,"Русская игра типа Дота 2 -""Мир Прайма""",155,False,<NULL>,False,,False,deals.icon.b2bb5e83953ec402.7072696d65776f726c642e6a7067.jpg,,"[
{ ""n"": ""acc"", ""l"": ""Платежный e-mail (1619703@playpw.com)"" }
]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,21.02000000,6
12,3,2,NetByNet (Msc),NetByNet (Msc),,75,False,<NULL>,False,,False,deals.icon.9651e7b73af85806.6e657462796e6574322e676966.gif,,"[
{ ""n"": ""acc"", ""l"": ""Номер договора/заказа (3-10 цифр):"", ""f"": ""%d"" }
]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,233.00000000,1
13,3,2,OnLime,OnLime,,6,False,<NULL>,False,,False,deals.icon.ba6c395f7bc5b541.6f6e6c696d652e676966.gif,,"[
{ ""n"": ""acc"", ""l"": "">Номер лицевого счета (от 3 до 9 цифр):"", ""f"": ""%d"" }
]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,33.00000000,1
14,3,2,AKADO (Акадо),AKADO,,519,True,False,False,,False,deals.icon.bd06566525311da9.616b61646f315f38387833312e676966.gif,,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0434\u043e\u0433\u043e\u0432\u043e\u0440\u0430:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,409.88000000,5
15,3,2,QWERTY,QWERTY,,583,True,<NULL>,False,,False,deals.icon.9e7882a35d33d944.7177657274795f38385f33312e676966.gif,,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u043b\u0438\u0446\u0435\u0432\u043e\u0433\u043e \u0441\u0447\u0435\u0442\u0430"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,6.99662834,8
16,2,2,Bloody world,Bloody world,,463,True,<NULL>,False,,False,deals.icon.b55f9879da5977ea.626c6f6f64795f775f312e6a7067.jpg,,"[{""l"": ""\u041d\u0438\u043a \u0432 \u0438\u0433\u0440\u0435"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
17,3,2,REG.RU,REG.RU,<NULL>,361,True,<NULL>,False,,<NULL>,deals.icon.bf2d1a6ebb72f036.72656772752e676966.gif,,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0437\u0430\u043a\u0430\u0437\u0430 \u0438\u043b\u0438 \u043f\u0435\u0440\u0441\u043e\u043d\u0430\u043b\u044c\u043d\u044b\u0439 \u043a\u043e\u0434 \u043e\u043f\u043b\u0430\u0442\u044b"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
18,2,2,Steam Wallet (Россия),Steam Wallet (RUS),"Кошелек с которого Вы оплатите такие игры как Dota 2, The SIMS 3, S.T.A.L.K.E.R., Call of Duty 2, Half-Life 2 и другие",2167,True,<NULL>,False,,False,deals.icon.baf2e83e8412e128.737465616d5f312e6a7067.jpg,,"[{""l"": ""\u0410\u043a\u043a\u0430\u0443\u043d\u0442 \u0432 Steam"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0.67237715,82
20,1,2,BitRent-M,BitRent-M,<NULL>,15,False,<NULL>,True,http://bitrent.in/,True,deals.icon.92b87de49f665530.62697472656e74312e706e67.png,,,<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,1.71000000,82
21,3,2,2KOM,2KOM,,38,False,<NULL>,False,,False,deals.icon.ae63fb02da264e38.326b6f6d2e676966.gif,,"[
{ ""n"": ""acc"", ""l"": ""Номер договора"", ""f"": ""%d"" }
]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
22,4,2,Галактика Знакомств,Galactica Znakomstv,,463,True,<NULL>,False,,False,deals.icon.b5ac26e9688c66a4.67616c616b746963612e676966.gif,,"[{""l"": ""\u041b\u0438\u0446\u0435\u0432\u043e\u0439 \u0441\u0447\u0435\u0442: (\u043e\u0442 1 \u0434\u043e 10 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
23,3,2,МГТС,MGTS,,632,True,<NULL>,False,,False,deals.icon.8ca4eeb301f1f227.6d6774736c6f676f2e6a7067.jpg,,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0442\u0435\u043b\u0435\u0444\u043e\u043d\u0430: (495xxxxxxx)"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,1.83003389,19
24,3,2,МТС: домашний интернет и телевидение (Москва),MTS Home (Msc),,644,True,<NULL>,False,,False,deals.icon.925a7a75b8ec896a.73747265616d6c6f676f2e676966.gif,,"[{""l"": ""\u041b\u0438\u0446\u0435\u0432\u043e\u0439 \u0441\u0447\u0435\u0442: (максимум 11 цифр, без дефиса)"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,440.38000000,11
25,3,2,ДОМ.RU: интернет,DOM.RU: internet,,513,True,<NULL>,False,,False,,/i/shop/dom_inet.png,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0434\u043e\u0433\u043e\u0432\u043e\u0440\u0430/\u0437\u0430\u043a\u0430\u0437\u0430 (\u043e\u0442 10 \u0434\u043e 12 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""}, {""l"": ""\u0413\u043e\u0440\u043e\u0434"", ""n"": ""acc2""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,461.13000000,4
26,3,2,UfaNet,UfaNet,<NULL>,631,True,<NULL>,False,,<NULL>,,/i/shop/ufanet.gif,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0434\u043e\u0433\u043e\u0432\u043e\u0440\u0430 (\u043e\u0442 8 \u0434\u043e 14 \u0441\u0438\u043c\u0432\u043e\u043b\u043e\u0432)"", ""n"": ""acc1""}, {""l"": ""\u0413\u043e\u0440\u043e\u0434"", ""n"": ""acc2""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,29.16666667,12
27,2,2,War Face,WarFace,<NULL>,478,True,<NULL>,False,,<NULL>,deals.icon.b476d7e8b6999deb.776172666163655f312e6a7067.jpg,,"[{""l"": ""Email \u0432 \u0438\u0433\u0440\u0435"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,25.94000000,1
5,1,1,phone,to PHONE,<NULL>,1,False,False,True,<NULL>,False,,<NULL>,<NULL>,<NULL>,1.00,2777.00,3.00000000,0.20,0E-8,0E-8,0E-8,0
4,1,2,phone +7,to PHONE +7,<NULL>,1,False,False,True,<NULL>,False,,<NULL>,<NULL>,<NULL>,10.00,2777.00,3.00000000,0.20,0E-8,0E-8,0E-8,0
28,1,2,BitRent,BitRent,<NULL>,0,False,<NULL>,True,http://bitrent.in/,True,deals.icon.8800f74d44bbcf56.62697472656e74312e706e67.png,,,<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,23.24000000,106
29,2,2,War Thunder,War Thunder,,664,True,False,False,,False,deals.icon.a8f08011e73b0c02.576172544838382e6a7067.jpg,,"[{""l"": ""Email (маленькими буквами)"", ""n"": ""acc1""}]",<NULL>,29.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0.04000000,1
30,1,2,АерТех,AERTEX,<NULL>,36,False,<NULL>,<NULL>,http://www.aertex.ru,<NULL>,,,,<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,92.73000000,3
31,1,2,Shanky-bot-shop,Shanky-bot-shop,<NULL>,0,False,<NULL>,<NULL>,http://shanky-bot-shop.vods.info,<NULL>,,<NULL>,<NULL>,<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
32,3,2,Ростелеком (Москва),RosTeleCom Msc,,296,True,<NULL>,False,,False,deals.icon.94d527a1ba458db7.72742e6a7067.jpg,,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0442\u0435\u043b\u0435\u0444\u043e\u043d\u0430 \u0438\u043b\u0438 \u043b\u0438\u0446\u0435\u0432\u043e\u0433\u043e \u0441\u0447\u0435\u0442\u0430 (10 \u0438\u043b\u0438 20 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
33,1,2,xz-xz,Amelia,<NULL>,0,False,<NULL>,<NULL>,http://xz-xz-xz,<NULL>,deals.icon.8045ccdcd6329cf6.323130313438365f6361746769726c5f3735302e6a706567.jpeg,<NULL>,<NULL>,<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
34,3,2,Ростелеком: МРФ «Центр»,"RosTelecom: MRF ""Center""",,560,True,False,False,,False,deals.icon.9731d315adb65869.72742e6a7067.jpg,,"[{""l"": ""Тип идентификатора"", ""n"": ""acc1""}, {""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0442\u0435\u043b\u0435\u0444\u043e\u043d\u0430 \u0438\u043b\u0438 \u043b\u0438\u0446\u0435\u0432\u043e\u0433\u043e \u0441\u0447\u0435\u0442\u0430: (10 \u0438\u043b\u0438 12 \u0446\u0438\u0444\u0440)"", ""n"": ""acc2""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,60.67606402,5
36,9,2,Абсолют Банк,Absolute Bank,,272,False,<NULL>,False,,False,,/i/shop/absolutbank88x31.gif,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0441\u0447\u0435\u0442\u0430: (20 \u0446\u0438\u0444\u0440, \u0443\u043a\u0430\u0437\u0430\u043d \u0432 \u043a\u0440\u0435\u0434\u0438\u0442\u043d\u043e\u043c \u0434\u043e\u0433\u043e\u0432\u043e\u0440\u0435)"", ""n"": ""acc1""}, {""l"": ""\u0411\u0418\u041a \u0431\u0430\u043d\u043a\u0430: (9 \u0446\u0438\u0444\u0440)"", ""n"": ""acc2""}, {""l"": ""\u0424\u0430\u043c\u0438\u043b\u0438\u044f \u0437\u0430\u0435\u043c\u0449\u0438\u043a\u0430:"", ""n"": ""acc3""}, {""l"": ""\u0418\u043c\u044f:"", ""n"": ""acc4""}, {""l"": ""\u041e\u0442\u0447\u0435\u0441\u0442\u0432\u043e:"", ""n"": ""acc5""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
37,1,2,Ipi,Tolik,<NULL>,35,False,<NULL>,<NULL>,http://Tolik.tolik,<NULL>,,<NULL>,<NULL>,<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
38,3,2,Билайн ТВ,Beeline TV,,352,True,<NULL>,False,,False,,/i/shop/biline.gif,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u043b\u0438\u0446\u0435\u0432\u043e\u0433\u043e \u0441\u0447\u0435\u0442\u0430 (10 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
39,1,2,Штрафы ГИБДД,GIBDD SHTAFFs,,152,True,<NULL>,False,,False,,,"[{""l"": ""\u0424\u0418\u041e"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
40,3,2,YOTA,YOTA,,1004,True,False,False,,False,deals.icon.bf69d1ff1a87afa8.796f74612e706e67.png,,"[{""l"": ""Номер телефона"", ""n"": ""acc2"", ""ph"": ""10 цифр""}, {""l"": ""kod"", ""n"": ""acc1"", ""ph"": ""---""}]",<NULL>,13.00,1777.00,2.00000000,0.00,0E-8,<NULL>,5.32609144,46
41,1,2,test_shop,test_shop,,71,False,<NULL>,True,http://7pay.in/ipay,True,,,,<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,630.33000000,4
42,5,2,kaliningradtorg,kaliningradtorg,,0,False,<NULL>,True,http://kaliningradtorg.com,True,,,,<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
43,5,2,pilotline.net,pilotline.net,Сердобский интернет-магазин,0,False,<NULL>,True,http://pilotline.net,True,deals.icon.862bb5262b6c6aec.70696c6f746c696e652e706e67.png,,,<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,3
44,1,2,wert.tu,wert.tu,<NULL>,0,False,<NULL>,True,http://wert.tu,True,<NULL>,<NULL>,<NULL>,<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
45,1,2,wert.ru,wert.ru,hi-tech shop,0,False,<NULL>,True,http://wert.ru,True,<NULL>,<NULL>,<NULL>,<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
46,6,2,ЖКУ г.Москвы,GKU Moscow,,0,False,<NULL>,True,,False,deals.icon.a6472ac5694992bf.646f6d312e676966.gif,,"[
{ ""n"": ""rapida_param1"", ""l"": ""Код квитанции (10 цифр)"", ""ln"":10, ""f"": ""%d"" },
{ ""n"": ""rapida_param2"", ""l"": ""Месяц (2 цифры)"", ""ln"":2, ""f"": ""%d"" },
{ ""n"": ""rapida_param3"", ""l"": ""Год (2 цифры)"", ""ln"":2, ""f"": ""%d"" },
{ ""n"": ""rapida_param6"", ""l"": ""ФИО"" },
{ ""n"": ""rapida_param7"", ""l"": ""Адрес"" },
{ ""n"": ""sumInsurance"", ""calc"": ""0.0"" }
]",<NULL>,33.00,13000.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
47,3,2,Билайн-Интернет стар,BeeLine internet 2 old,,0,False,<NULL>,False,,False,deals.icon.9c338e66a096e470.6265656c696e655f6f70745f38387833312e676966.gif,,"[
{ ""n"": ""acc1"", ""l"": ""Номер лицевого счета (089xxxxxxx)"", ""ln"":10, ""f"": ""%d"" }
]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
48,3,2,Билайн интернет,BeeLine internet,,24,False,<NULL>,False,,False,deals.icon.8b531d54248ebafa.6265656c696e655f6f70745f38387833312e676966.gif,,"[
{ ""n"": ""acc1"", ""l"": ""Номер лицевого счета (089xxxxxxx)"", ""ln"":10, ""f"": ""%d"" }
]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,327.46000000,16
49,3,2,Skype,Skype,,526,True,<NULL>,False,,False,deals.icon.b4291610e91254c8.736b7970656c6f676f2e706e67.png,,"[{""l"": ""\u041b\u043e\u0433\u0438\u043d \u0432 Skype"", ""n"": ""acc1""}]",<NULL>,30.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,50.00000000,4
50,8,2,Русская Береза (БФ),www.rusbereza.ru,"Благотворительный фонд помощи детям-сиротам и многодетным семьям им. заслуженного лётчика-испытателя СССР, Героя Советского Союза Юрия Александровича Гарнаева",711,True,True,True,http://www.rusbereza.ru,False,deals.icon.bed3d13c6f02a1a1.72623233342e676966.gif,,--,<NULL>,1.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,6.24911888,4
51,3,2,Ростелеком: МРФ «Юг»,"RosTelecom: MRF ""South""",,0,False,<NULL>,False,,False,deals.icon.bc0d3a2aced55755.72742e6a7067.jpg,,"[
{ ""n"": ""acc"", ""l"": "">Номер телефона или ID договора (10, 11 или 15 цифр):"", ""f"": ""%d"" }
]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
52,2,2,Аллоды Онлайн,Allody Onlayn,,1080,True,<NULL>,False,,False,deals.icon.a6d037201e4dd87d.616c6c6f64732e676966.gif,,"[{""l"": ""\u0410\u043a\u043a\u0430\u0443\u043d\u0442 \u0432 \u0438\u0433\u0440\u0435"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,34.40559227,21
53,3,2,NetByNet (Москва),NetByNet (Moskva),,546,True,<NULL>,False,,False,deals.icon.b9c0406290958afe.6e657462796e6574322e676966.gif,,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0434\u043e\u0433\u043e\u0432\u043e\u0440\u0430/\u0437\u0430\u043a\u0430\u0437\u0430 (\u043e\u0442 3 \u0434\u043e 10 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,44.48888889,9
54,3,2,ОнЛайм: интернет,OnLaym: internet,,813,True,<NULL>,False,,False,deals.icon.a86142d9141874c0.6f6e6c696d652e676966.gif,,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u043b\u0438\u0446\u0435\u0432\u043e\u0433\u043e \u0441\u0447\u0435\u0442\u0430: (\u043e\u0442 3 \u0434\u043e 9 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,63.11683332,17
102,1,2,SkyWeb,SkyWeb,<NULL>,195,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0412\u044b\u0431\u0435\u0440\u0438\u0442\u0435 \u043d\u043e\u043c\u0438\u043d\u0430\u043b \u043a\u0430\u0440\u0442\u044b:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
55,3,2,Акадо,Akado,,421,True,False,False,,False,deals.icon.bd64c8afdc483f87.616b61646f315f38387833312e676966.gif,,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0434\u043e\u0433\u043e\u0432\u043e\u0440\u0430:"", ""n"": ""acc1""}]",<NULL>,33.00,3777.00,0E-8,<NULL>,<NULL>,<NULL>,100.00000000,1
56,3,2,2КОМ,2KOM,,463,True,<NULL>,False,,False,deals.icon.a73edc1634ddc4de.326b6f6d2e676966.gif,,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0434\u043e\u0433\u043e\u0432\u043e\u0440\u0430:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,55.00000000,4
57,3,2,МРФ «Юг» ОАО «Ростелеком» ,MRF _Yug_ OAO _Rostelekom_ ,,316,True,<NULL>,False,,False,deals.icon.a4a397d38746e255.72742e6a7067.jpg,,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0442\u0435\u043b\u0435\u0444\u043e\u043d\u0430 \u0438\u043b\u0438 ID \u0434\u043e\u0433\u043e\u0432\u043e\u0440\u0430: (10, 11 \u0438\u043b\u0438 15 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""}, {""l"": ""\u0423\u0441\u043b\u0443\u0433\u0430:"", ""n"": ""acc2""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
58,3,2,Билайн: проводной интернет,Bilayn: provodnoy internet,,792,True,False,False,,False,deals.icon.a57d4378782648d0.6265656c696e655f6f70745f38387833312e676966.gif,,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u043b\u0438\u0446\u0435\u0432\u043e\u0433\u043e \u0441\u0447\u0435\u0442\u0430 (089xxxxxxx)"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,8.84548418,34
59,1,2,YUPLAY,YUPLAY,,113,True,<NULL>,False,,False,,,,<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
60,1,2,Пины тестовые,Piny testovye,<NULL>,104,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
61,1,2,Миллениум Такси,Millenium Taksi,<NULL>,105,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u041f\u043e\u0437\u044b\u0432\u043d\u043e\u0439"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
62,1,2,Сити-мобил,Siti-mobil,<NULL>,109,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u041f\u043e\u0437\u044b\u0432\u043d\u043e\u0439"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
63,1,2,Таксик,Taksik,<NULL>,109,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u041f\u043e\u0437\u044b\u0432\u043d\u043e\u0439"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
64,1,2,Тиера Центр,Tiera Centr,<NULL>,111,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u043b\u0438\u0446\u0435\u0432\u043e\u0433\u043e \u0441\u0447\u0435\u0442\u0430 (8 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
65,1,2,"Тестовый магазин ""Рыбка""","Testovyy magazin ""Rybka""",<NULL>,95,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
66,1,2,ЦПП1 Обычный,CPP1 Obychnyy,<NULL>,101,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""PROPERTY1:"", ""n"": ""acc1""}, {""l"": ""PROPERTY2:"", ""n"": ""acc2""}, {""l"": ""CUSTOMER_NAME:"", ""n"": ""acc3""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
67,3,2,Зебра Телеком (Санкт-Петербург),Zebra Telekom (Sankt-Peterburg),,296,True,<NULL>,False,,False,,,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
68,3,2,Зебра Телеком,Zebra Telekom,<NULL>,288,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
